record_num,m_birth_date,m_birth_hour,m_born_lat,m_born_long,m_sign,m_sun,m_sun_speed,m_sun_house,m_moon,m_moon_speed,m_moon_house,m_mercury,m_mercury_speed,m_mercury_house,m_venus,m_venus_speed,m_venus_house,m_mars,m_mars_speed,m_mars_house,m_jupiter,m_jupiter_speed,m_jupiter_house,m_saturn,m_saturn_speed,m_saturn_house,m_uranus,m_uranus_speed,m_uranus_house,m_neptune,m_neptune_speed,m_neptune_house,m_pluto,m_pluto_speed,m_pluto_house,m_chiron,m_chiron_speed,m_chiron_house,m_lilith,m_lilith_speed,m_lilith_house,m_truenode,m_truenode_speed,m_truenode_house,m_pof,m_pof_speed,m_pof_house,m_vertex,m_vertex_speed,m_vertex_house,m_ascendant,m_ascendant_speed,m_house2,m_house2_speed,m_house3,m_house3_speed,m_house4,m_house4_speed,m_house5,m_house5_house,m_house6,m_house6_house,m_house7,m_house7_speed,m_house8,m_house8_speed,m_house9,m_house9_speed,m_MC,m_MC_speed,m_house11,m_house11_speed,m_house12,m_house12_speed,f_birth_date,f_birth_hour,f_born_lat,f_born_long,f_sign,f_sun,f_sun_speed,f_sun_house,f_moon,f_moon_speed,f_moon_house,f_mercury,f_mercury_speed,f_mercury_house,f_venus,f_venus_speed,f_venus_house,f_mars,f_mars_speed,f_mars_house,f_jupiter,f_jupiter_speed,f_jupiter_house,f_saturn,f_saturn_speed,f_saturn_house,f_uranus,f_uranus_speed,f_uranus_house,f_neptune,f_neptune_speed,f_neptune_house,f_pluto,f_pluto_speed,f_pluto_house,f_chiron,f_chiron_speed,f_chiron_house,f_lilith,f_lilith_speed,f_lilith_house,f_truenode,f_truenode_speed,f_truenode_house,f_pof,f_pof_speed,f_pof_house,f_vertex,f_vertex_speed,f_vertex_house,f_ascendant,f_ascendant_speed,f_house2,f_house2_speed,f_house3,f_house3_speed,f_house4,f_house4_speed,f_house5,f_house5_house,f_house6,f_house6_house,f_house7,f_house7_speed,f_house8,f_house8_speed,f_house9,f_house9_speed,f_MC,f_MC_speed,f_house11,f_house11_speed,f_house12,f_house12_speed,success_rate
123,06.12.1993,02:11:32,-9.4,-40.5,SAGITTARIUS,253.9690379,1.0150619,3.0,156.6208591,13.8998864,8.0,238.5780095,1.4875695,3.0,243.892449,1.2575516,4.0,259.5884181,0.741285,2.0,215.2398522,0.1919761,2.8421321,324.9112871,0.0636918,3.0,290.1500863,0.0505156,11.0,289.5458847,0.0321564,2.0,236.15361,0.0386138,3.6553357,159.0087545,0.0329474,5.0,16.4458339,0.1114163,4.0,242.9719391,-0.0053534,4.0,251.0008171,-0.0053534,4.0,353.2162882,-0.0053534,3.7798792,153.6526383,3.7798792,188.3055506,3.7798792,220.5289952,3.7798792,248.9704048,3.7798792,275.4162318,3.7798792,302.7355249,3.7798792,333.6526383,3.7798792,8.3055506,3.7798792,40.5289952,3.7798792,68.9704048,3.7798792,95.4162318,3.7798792,122.7355249,3.7798792,26.11.1955,14:49:15,48.85,-0.11667,SAGITTARIUS,243.5728313,1.0116613,7.0,21.2924877,14.154829,12.6126456,239.0940095,1.5816418,7.0,265.5955134,1.2456085,8.0,208.415382,0.6472953,6.0,150.7635595,0.0674242,5.0,234.9532407,0.1184232,7.0,122.1862235,-0.0162961,4.0,209.2410699,0.0321217,6.0,148.6076601,0.0022404,5.0,301.4614955,0.0541479,10.0,268.948829,0.1107801,9.0,257.3864985,-0.0313002,8.0,256.90621419999997,-0.0313002,8.0,193.3871197,-0.0313002,8.4964193,34.6258706,8.4964193,66.5830967,8.4964193,87.1140796,8.4964193,105.625747,8.4964193,127.0437932,8.4964193,159.0467009,8.4964193,214.6258706,8.4964193,246.5830967,8.4964193,267.1140796,8.4964193,285.625747,8.4964193,307.0437932,8.4964193,339.0467009,8.4964193,85
124,15.12.1992,13:44:41,-5.78333,-35.2,SAGITTARIUS,263.8498656,1.0173428,2.0,157.6404223,14.2869846,10.0,243.9966374,1.2932385,3.0,307.9687166,1.1598207,1.0,115.7062373,-0.2304496,7.0,191.7541072,0.1251572,7.8702998,314.740272,0.0899512,6.0,286.7190143,0.0559236,4.0,287.7533912,0.0352589,7.0,234.0559216,0.036062,6.0,143.5087763,-0.016421,10.0,336.6683675,0.1119725,2.0,261.4972786,-0.0024501,1.0,238.6343544,-0.0024501,8.0,184.7291836,-0.0024501,10.1721968,344.8437977,10.1721968,16.283134,10.1721968,47.3100248,10.1721968,76.593289,10.1721968,104.9644666,10.1721968,134.1232386,10.1721968,164.8437977,10.1721968,196.283134,10.1721968,227.3100248,10.1721968,256.593289,10.1721968,284.9644666,10.1721968,314.1232386,10.1721968,06.05.1950,04:15:51,-20.8,-49.38333,SAGITTARIUS,45.0747065,0.9679896,3.0,280.2717253,14.224296,11.0,57.2571475,-0.2070725,3.8940089,0.4059287,1.089806,2.0,172.0449133,0.0309294,7.8006056,333.4415385,0.1450229,1.0,162.6532667,-0.0159017,7.0,92.319112,0.0449148,5.0,195.217572,-0.0229407,8.0,135.7830719,0.0036703,6.4933995,260.8445966,-0.0490816,10.6940989,42.6769935,0.11127,3.0,6.7889567,-0.0703337,2.0,205.5325304999999,-0.0703337,2.2927003,63.0450301,-0.0703337,2.2927003,330.3355117,2.2927003,358.070426,2.2927003,28.652403,2.2927003,60.2095808,2.2927003,91.0969627,2.2927003,121.0855196,2.2927003,150.3355117,2.2927003,178.070426,2.2927003,208.652403,2.2927003,240.2095808,2.2927003,271.0969627,2.2927003,301.0855196,2.2927003,50
125,11.03.1991,11:34:02,53.4,-96.8,PISCES,350.3907978,0.9988877,1.0,293.4749012,12.0409833,2.0,359.1011032,1.9461698,1.8349938,20.977756,1.2189079,11.0,78.5638869,0.4807674,9.0,124.1281056,-0.0602346,9.0,303.4668376,0.093456,3.0,283.2086528,0.0314031,8.0,286.3609693,0.0206093,9.0,230.2887329,-0.0099806,7.0,111.2976957,-0.0214201,1.0,264.9604386,0.1110861,7.0,296.7579805,0.0062643,1.0,2.4669440000000122,0.0062643,1.0,159.7233137,0.0062643,12.7074716,305.5510474,12.7074716,9.5040149,12.7074716,45.6600858,12.7074716,67.1605782,12.7074716,84.0530416,12.7074716,101.1627613,12.7074716,125.5510474,12.7074716,189.5040149,12.7074716,225.6600858,12.7074716,247.1605782,12.7074716,264.0530416,12.7074716,281.1627613,12.7074716,01.02.1971,10:43:40,41.9,2.35,PISCES,311.9269555,1.0151026,10.0,27.0268918,14.0796017,12.5757233,290.7399686,1.3904771,9.0,265.4623934,1.0781621,8.0,245.8966333,0.6269375,7.0,242.8007878,0.1371875,7.0,45.9075669,0.027986,1.0,193.4720451,-0.0130338,6.0,242.7812777,0.0178033,7.0,179.4536707,-0.0160963,6.0,6.7882736,0.0384616,12.2604921,166.7352873,0.110925,5.0,323.682342,0.0101062,11.0,325.49099750000005,0.0101062,11.0,197.7955324,0.0101062,11.2300604,40.5909338,11.2300604,70.0328399,11.2300604,91.7292967,11.2300604,112.459906,11.2300604,136.9098556,11.2300604,171.5634606,11.2300604,220.5909338,11.2300604,250.0328399,11.2300604,271.7292967,11.2300604,292.459906,11.2300604,316.9098556,11.2300604,351.5634606,11.2300604,55
126,26.01.1934,21:26:19,-5.78333,-35.2,AQUARIUS,306.2634761,1.0160374,10.0,85.0922477,11.8331058,4.0,310.950146,1.7384858,9.0,320.956424,-0.4577496,7.0137974,323.4517688,0.7908123,7.1905854,202.9924199,0.0355518,2.9889515,317.3286633,0.118898,6.0,23.7287291,0.0212131,5.0,161.8982469,-0.0213185,5.0,113.3872462,-0.0211491,3.0,58.9201422,-0.0119665,10.1949044,100.8013284,0.1113077,5.0,319.3659201,-0.0355754,6.0,358.9733725,-0.0355754,1.0,352.4349248,-0.0355754,7.0487822,137.8021441,7.0487822,170.8686831,7.0487822,203.9524761,7.0487822,234.2284735,7.0487822,261.7578198,7.0487822,288.7282582,7.0487822,317.8021441,7.0487822,350.8686831,7.0487822,23.9524761,7.0487822,54.2284735,7.0487822,81.7578198,7.0487822,108.7282582,7.0487822,29.05.1991,06:52:12,28.41667,-80.21667,AQUARIUS,67.4246102,0.9590781,3.0,256.254272,11.9172023,9.0,47.6565715,1.6791351,2.0,112.007967,1.0484158,4.0,121.623442,0.5863762,5.0,128.5746951,0.1530508,5.0,306.7230364,-0.0194212,11.0,283.1589497,-0.0300515,10.0,286.350376,-0.0193071,10.0,228.4664137,-0.0260393,8.0,114.321784,0.0890842,5.0,273.7046505,0.1108929,10.0,289.4829858,-0.0847115,10.0,169.9457137,-0.0847115,6.0,179.4796376,-0.0847115,10.8511485,358.7753755,10.8511485,36.518753,10.8511485,65.1044781,10.8511485,89.2109687,10.8511485,113.2091701,10.8511485,141.4552564,10.8511485,178.7753755,10.8511485,216.518753,10.8511485,245.1044781,10.8511485,269.2109687,10.8511485,293.2091701,10.8511485,321.4552564,10.8511485,90
127,19.03.1992,16:49:04,-30.03333,-51.0,PISCES,359.3386065,0.9933104,2.0,192.0356384,14.3765303,6.0,10.8298178,-0.3519993,2.0,337.0408004,1.2345007,3.0,323.5028148,0.774137,4.0,157.216612,-0.1134692,2.770927,314.8088488,0.0964434,8.0,287.550818,0.0275803,2.0,288.6809965,0.0171908,4.0,232.7934975,-0.0133191,2.0,123.4944358,-0.0256846,9.0,306.4469188,0.1110523,7.0,275.8037904,-0.1969097,11.0,286.6182842,-0.1969097,8.0,316.0696944,-0.1969097,7.0574596,93.9212523,7.0574596,129.1050107,7.0574596,166.6648098,7.0574596,200.3022175,7.0574596,227.7888881,7.0574596,251.2391182,7.0574596,273.9212523,7.0574596,309.1050107,7.0574596,346.6648098,7.0574596,20.3022175,7.0574596,47.7888881,7.0574596,71.2391182,7.0574596,03.09.1965,16:31:19,32.78333,-83.05,PISCES,160.9480306,0.968939,10.0,260.8121596,12.1016493,2.0,142.9846794,1.1563515,9.0,198.0347481,1.1851088,11.0,219.1386361,0.6573377,12.5951088,88.0383098,0.1332812,8.0,344.0483347,-0.0763565,4.0,164.9526356,0.0628617,10.0,227.5761663,0.0188198,12.9424453,165.9121783,0.0355925,10.0,350.6686777,-0.0453285,4.0,306.4867711,0.1116996,3.0,69.2440492,-0.0080713,7.0,328.145758,-0.0080713,4.0,98.3176478,-0.0080713,7.7185605,228.281629,7.7185605,257.9055211,7.7185605,290.7007815,7.7185605,325.0947594,7.7185605,357.3826761,7.7185605,25.0076569,7.7185605,48.281629,7.7185605,77.9055211,7.7185605,110.7007815,7.7185605,145.0947594,7.7185605,177.3826761,7.7185605,205.0076569,7.7185605,70
128,17.01.1999,20:42:56,-2.53333,-44.3,CAPRICORN,297.288294,1.0186172,1.0,299.7459684,12.9640233,9.0,286.3376109,1.5618105,6.8565823,316.4973528,1.2504056,1.0,206.321572,0.4430437,4.0631766,354.7166751,0.181471,2.0,27.1079339,0.0352192,10.0,311.8805728,0.0569584,3.0,301.6850989,0.0379326,4.0,249.6555331,0.0290402,2.0,241.0391059,0.093492,9.0,224.4756195,0.1120562,11.0,142.1949501,-0.0380505,9.0,113.02359799999999,-0.0380505,11.0,354.3894017,-0.0380505,2.057013,110.5659236,2.057013,140.4153095,2.057013,172.6117166,2.057013,205.1013041,2.057013,235.3077654,2.057013,263.1421595,2.057013,290.5659236,2.057013,320.4153095,2.057013,352.6117166,2.057013,25.1013041,2.057013,55.3077654,2.057013,83.1421595,2.057013,15.07.1968,14:17:01,-15.8,-47.86667,CAPRICORN,113.1262738,0.9537394,10.0,2.8521804,12.5730389,6.0,92.8994588,1.2410053,9.0,120.0666671,1.230239,10.0,106.218019,0.6579656,10.0,154.9493322,0.1855829,11.0,25.1181396,0.0381814,7.0,175.8942315,0.0363359,12.5733106,233.8701884,-0.0106352,2.0,170.7020832,0.0224924,12.7466434,3.3327782,-0.0082649,6.0,62.9985268,0.111485,8.0,13.1225195,-0.0134382,7.0,81.96339890000002,-0.0134382,9.0,4.2489595,-0.0134382,7.0243931,192.2374923,7.0243931,225.554757,7.0243931,253.5103044,7.0243931,279.0799782,7.0243931,305.6640758,7.0243931,336.3757002,7.0243931,12.2374923,7.0243931,45.554757,7.0243931,73.5103044,7.0243931,99.0799782,7.0243931,125.6640758,7.0243931,156.3757002,7.0243931,45
129,23.08.1951,12:23:25,-27.83333,-48.41667,LEO,149.5631007,0.9637626,11.5489338,49.291356,12.3048767,1.0,163.4908052,-0.5590144,11.8443892,166.291188,-0.3947662,11.8531206,123.2570829,0.6420936,4.0,13.5747391,-0.062094,6.0,181.0604271,0.1114642,7.0,102.5704463,0.045467,7.0,197.5498175,0.0270754,12.8548134,139.8192292,0.0307512,10.0,266.8468569,-0.0120757,10.0,95.7235183,0.1118261,5.0,339.9071313,0.0069187,1.0,105.30909220000001,0.0069187,1.0,11.013797,0.0069187,5.8534414,205.5808369,5.8534414,237.9569653,5.8534414,263.3926588,5.8534414,286.9960885,5.8534414,312.8715598,5.8534414,345.1875147,5.8534414,25.5808369,5.8534414,57.9569653,5.8534414,83.3926588,5.8534414,106.9960885,5.8534414,132.8715598,5.8534414,165.1875147,5.8534414,16.09.1939,08:35:35,-12.96667,-38.48333,LEO,172.5801931,0.9754139,12.9682986,212.2952188,14.1892433,2.0,167.0821512,1.8906221,12.8497106,175.4132325,1.2443653,1.0,297.4678301,0.2907963,5.0,5.276489,-0.1277325,7.0,30.337484,-0.0538268,8.0,51.8226241,-0.0153324,8.0,173.0481283,0.0370838,1.0047147,122.4130021,0.0194248,11.0,108.5514609,0.0630832,10.8473457,330.1057167,0.1117374,6.0,209.7488704,0.0042061,2.0,213.43482649999996,0.0042061,2.0,358.0385216,0.0042061,2.0373861,173.7198008,2.0373861,208.5349866,2.0373861,238.6354233,2.0373861,265.2358462,2.0373861,291.3264429,2.0373861,320.0766136,2.0373861,353.7198008,2.0373861,28.5349866,2.0373861,58.6354233,2.0373861,85.2358462,2.0373861,111.3264429,2.0373861,140.0766136,2.0373861,75
130,10.10.1939,10:14:17,-23.55,-46.63333,LIBRA,196.2064195,0.9887946,7.0,162.6398453,14.8588691,6.0,208.7585014,1.5656031,6.0,205.4019448,1.247493,6.0,307.0115001,0.4837362,3.0,2.1091771,-0.1259214,5.0,28.7261166,-0.0768648,6.0,51.2463471,-0.0317117,7.0,173.9246415,0.0349065,11.0,122.7802107,0.0106841,9.0,109.7128198,0.0321967,8.0,332.7943031,0.1116415,4.0,209.3105928,-0.0271422,12.5965631,191.27457159999997,-0.0271422,8.0,19.0456042,-0.0271422,12.5965631,224.8411458,12.5965631,253.3633406,12.5965631,277.9428091,12.5965631,302.7720242,12.5965631,331.4164488,12.5965631,6.3015018,12.5965631,44.8411458,12.5965631,73.3633406,12.5965631,97.9428091,12.5965631,122.7720242,12.5965631,151.4164488,12.5965631,186.3015018,12.5965631,17.05.1939,08:34:57,48.85,-0.11667,LIBRA,55.5520414,0.9637714,11.0,32.7894644,13.1244549,10.0,34.3757948,1.6205722,10.0,26.1042556,1.2039416,10.0,297.4678446,0.3578969,7.0,1.102714,0.1867407,9.0,25.3764758,0.1153124,10.0,48.291544,0.0576055,11.0,170.6092159,-0.0082992,3.0,119.4749404,0.0142464,1.0,97.2268616,0.0835139,12.57057,316.4515245,0.1120317,8.0,218.4259156,0.0057819,4.0,93.81065889999999,0.0057819,4.9332619,253.1043586,0.0057819,4.9332619,116.5732359,4.9332619,133.701187,4.9332619,154.7084825,4.9332619,183.0170132,4.9332619,221.2389633,4.9332619,263.0324217,4.9332619,296.5732359,4.9332619,313.701187,4.9332619,334.7084825,4.9332619,3.0170132,4.9332619,41.2389633,4.9332619,83.0324217,4.9332619,75
131,01.07.1993,11:46:51,-15.6,23333.0,CANCER,99.648655,0.9531684,1.0,248.7140965,13.5958724,8.0,118.2563924,0.0119339,1.1862913,55.1594023,1.0619674,1.0,154.745791,0.5855553,11.0,186.0985507,0.0855881,7.0,329.9626402,-0.033669,2.0,290.6508946,-0.0391969,6.9905957,290.0512643,-0.0264234,3.0,233.0000436,-0.0165712,1.0,141.8032452,0.1102158,5.0,358.8415094,0.1119781,9.0,252.0659183,0.0047944,9.0,260.2039814,0.0047944,2.0,335.0244569,0.0047944,5.4852932,111.1385399,5.4852932,144.4161316,5.4852932,179.1548693,5.4852932,211.4058121,5.4852932,239.5079586,5.4852932,265.0810627,5.4852932,291.1385399,5.4852932,324.4161316,5.4852932,359.1548693,5.4852932,31.4058121,5.4852932,59.5079586,5.4852932,85.0810627,5.4852932,14.07.1949,20:37:39,-5.1,-42.8,CANCER,112.0341722,0.9535837,7.0,345.0268099,12.0477158,2.0,98.5565519,1.9282841,6.0,135.6783444,1.2158976,7.0,84.3115795,0.6820276,6.0,297.967024,-0.1277227,1.0,153.6700134,0.1048561,8.0,92.0535573,0.0571196,6.0,192.5135751,0.0111453,9.0,135.4315739,0.0282985,7.0,243.1864387,-0.0316722,11.0,9.9323392,0.1107749,3.0,20.8197577,-0.0809271,4.0,162.44798119999996,-0.0809271,8.0,192.8057171,-0.0809271,4.0080465,289.4553435,4.0080465,317.4924479,4.0080465,348.1756291,4.0080465,20.5597421,4.0080465,51.9696481,4.0080465,81.2228875,4.0080465,109.4553435,4.0080465,137.4924479,4.0080465,168.1756291,4.0080465,200.5597421,4.0080465,231.9696481,4.0080465,261.2228875,4.0080465,75
132,13.06.1938,10:33:32,-27.83333,-48.41667,GEMINI,81.7480714,0.9549828,7.0,266.6480959,11.8582214,4.0,70.4906714,2.0354391,7.0,113.7477895,1.1927067,8.0,94.2269717,0.6610399,10.0,332.1441489,0.0262483,8.0,16.1926985,0.0744942,1.0,45.8665593,0.049295,4.0,168.4138299,0.0075482,6.0,118.6410185,0.022933,3.0,91.4762957,0.0949837,10.0,278.6572015,0.1113887,7.0,236.8176067,-0.0486724,7.0,272.90033049999994,-0.0486724,8.0,313.4388158,-0.0486724,5.645522,88.000306,5.645522,121.4884746,5.645522,157.8442825,5.645522,192.0141993,5.645522,220.7496427,5.645522,245.1226512,5.645522,268.000306,5.645522,301.4884746,5.645522,337.8442825,5.645522,12.0141993,5.645522,40.7496427,5.645522,65.1226512,5.645522,15.01.1974,17:07:10,-5.1,-42.8,GEMINI,295.1780147,1.0185134,8.0,210.1178113,12.7231494,5.0,299.2411929,1.6811848,9.0,308.1879887,-0.4884496,9.0,38.4365028,0.4370756,12.264274,317.7152238,0.2303164,9.0,89.4211681,-0.0699206,2.0,207.6543598,0.015348,5.0,248.790185,0.0282764,7.0,186.8153061,-0.003893,5.0,16.5447683,0.0172533,11.0,286.9792726,0.1108924,8.0,268.3158225,0.0078443,8.0,334.0577811,0.0078443,10.0,167.881012,0.0078443,8.0287379,59.1179845,8.0287379,87.5059901,8.0287379,116.1056674,8.0287379,146.5282368,8.0287379,178.6644574,8.0287379,210.160566,8.0287379,239.1179845,8.0287379,267.5059901,8.0287379,296.1056674,8.0287379,326.5282368,8.0287379,358.6644574,8.0287379,30.160566,8.0287379,50
133,25.03.1993,04:51:02,-5.78333,-35.2,ARIES,4.5555223,0.9910731,6.0,25.4112734,12.0387274,3.4057672,340.618558,0.24402,5.0,16.1971942,-0.525601,8.0,105.9500493,0.3396791,5.0,190.4797534,-0.127749,9.0,325.922453,0.1029393,2.0,291.7564033,0.0266575,12.3828694,290.9255417,0.0156392,12.351036,235.3228171,-0.0146075,10.0,137.6390269,-0.0389588,7.0,347.831066,0.1120389,3.0,254.6230172,-0.1630687,10.0,288.7942945,-0.1630687,7.0,192.8953233,-0.1630687,11.074236,309.6500456,11.074236,339.1895892,11.074236,10.9621335,11.074236,42.6712154,11.074236,72.4837396,11.074236,100.9109521,11.074236,129.6500456,11.074236,159.1895892,11.074236,190.9621335,11.074236,222.6712154,11.074236,252.4837396,11.074236,280.9109521,11.074236,22.07.1994,01:50:30,28.41667,-80.21667,ARIES,119.0518926,0.954336,6.0729503,289.0749685,14.0398433,11.0,99.3791751,1.288763,5.2785122,162.1098261,1.1073438,7.0,72.6980217,0.6890638,4.0,215.3577409,0.0582885,8.0,341.7316642,-0.0449256,1.0,294.1661547,-0.03993,11.0,291.7630468,-0.0267485,11.0,235.3370372,-0.0079602,9.0,158.332067,0.1202968,7.1127748,41.7630208,0.110796,2.0,231.5333903,-0.1511621,9.0,158.1460926,-0.1511621,9.3272002,166.1086289,-0.1511621,9.3272002,328.1691685,9.3272002,9.0302194,9.3272002,42.3302563,9.3272002,68.7242468,9.3272002,92.2802628,9.3272002,117.0705445,9.3272002,148.1691685,9.3272002,189.0302194,9.3272002,222.3302563,9.3272002,248.7242468,9.3272002,272.2802628,9.3272002,297.0705445,9.3272002,65
134,23.04.1955,17:42:46,42.33333,-81.3,TAURUS,32.7946638,0.9748826,5.0,49.5564885,15.0507266,10.2944995,33.4256974,2.1308442,5.0,358.9255961,1.1989681,4.0,68.605065,0.6704898,1.0,112.0635602,0.1097564,4.0,229.0211869,-0.070594,7.0,113.8137942,0.0196435,6.0,206.7115234,-0.0271891,6.0,144.3407724,-0.0061687,4.0,305.3104616,0.0219042,2.0,244.9186014,0.1109829,10.0,267.7320594,-0.0925931,4.0,154.388521,-0.0925931,5.3813467,276.6113136,-0.0925931,5.3813467,137.6266963,5.3813467,158.8391246,5.3813467,185.1833871,5.3813467,217.7448717,5.3813467,254.1208937,5.3813467,288.3901644,5.3813467,317.6266963,5.3813467,338.8391246,5.3813467,5.1833871,5.3813467,37.7448717,5.3813467,74.1208937,5.3813467,108.3901644,5.3813467,21.12.1994,08:48:15,-2.53333,-44.3,TAURUS,269.2544228,1.0181066,1.0,126.0314399,12.5340434,8.0,273.333698,1.5913169,1.0,224.8372051,0.7732153,11.0,151.7099463,0.1481349,9.0,242.5462572,0.2099103,12.0846116,337.1805834,0.0689929,3.0,294.8749119,0.0546606,1.0,292.1803024,0.0355141,1.0,239.1598228,0.0357468,11.0,176.0455825,0.0394572,9.0,58.6310566,0.1108587,5.0,223.7888308,-0.1376214,11.0,125.45521080000003,-0.1376214,8.0,6.3126451,-0.1376214,11.4506659,268.6781937,11.4506659,296.1066189,11.4506659,325.3874049,11.4506659,357.2326631,11.4506659,29.7065429,11.4506659,60.2531017,11.4506659,88.6781937,11.4506659,116.1066189,11.4506659,145.3874049,11.4506659,177.2326631,11.4506659,209.7065429,11.4506659,240.2531017,11.4506659,50
135,13.11.1941,01:29:11,-23.55,-46.63333,SCORPIO,230.2814416,1.0067298,10.0,150.5497011,13.1412986,7.0,211.2631306,1.0875331,11.0,277.1541335,1.0650801,9.0,11.122329,0.0353486,9.4307023,79.5990941,-0.1040229,11.9317245,55.4482218,-0.0810001,11.0,58.6681349,-0.0412857,11.0,179.207215,0.0258584,3.0,125.7788728,-0.0027849,1.0,134.3847943,0.0251173,1.0,57.7895697,0.1118754,11.0,170.8117756,0.0121239,2.0,185.4260195,0.0121239,5.0,326.3963595,0.0121239,2.8247318,105.694279,2.8247318,140.6987737,2.8247318,177.0222651,2.8247318,209.5078113,2.8247318,236.7888613,2.8247318,261.0706872,2.8247318,285.694279,2.8247318,320.6987737,2.8247318,357.0222651,2.8247318,29.5078113,2.8247318,56.7888613,2.8247318,81.0706872,2.8247318,07.05.1942,19:46:37,53.4,-96.8,SCORPIO,46.5993108,0.9674513,9.0,320.5643079,13.4854711,6.0,64.6048808,1.6767591,9.0,1.8679134,1.0867942,7.0,97.0555671,0.6113061,10.0,82.6575848,0.2062684,10.0,59.8732786,0.1272304,9.0,59.5757974,0.0572481,9.0,177.3511938,-0.0159058,1.0,123.5641173,0.009221,11.0,128.9157823,0.0485335,11.0,77.4779991,0.1120412,10.0,161.1496589,0.0046012,12.9306215,248.76919899999996,0.0046012,4.0,321.5653647,0.0046012,12.9306215,162.7341961,12.9306215,183.8206132,12.9306215,211.4843097,12.9306215,246.7156838,12.9306215,284.95897,12.9306215,317.2226078,12.9306215,342.7341961,12.9306215,3.8206132,12.9306215,31.4843097,12.9306215,66.7156838,12.9306215,104.95897,12.9306215,137.2226078,12.9306215,85
136,22.06.1980,14:36:57,-20.8,-49.38333,CANCER,91.3049647,0.9538032,11.0,204.09192,11.9567226,3.0,113.8102286,0.4414719,10.0,80.0149844,-0.5262025,9.947825,170.3116761,0.5097464,9.0,154.7640813,0.1451883,6.0,171.0078416,0.0512272,5.0,232.0800105,-0.0291138,2.8766249,261.0199508,-0.0264955,2.0,198.9790831,-0.0035093,2.1764164,46.600935,0.0507245,6.0,188.7165952,0.1114161,1.0,141.5511199,-0.0613419,11.0,280.80129569999997,-0.0613419,1.0,355.3106942,-0.0613419,12.2435781,168.0143404,12.2435781,205.1132235,12.2435781,235.6448964,12.2435781,261.5316177,12.2435781,286.3899545,12.2435781,313.9713778,12.2435781,348.0143404,12.2435781,25.1132235,12.2435781,55.6448964,12.2435781,81.5316177,12.2435781,106.3899545,12.2435781,133.9713778,12.2435781,13.07.1962,05:26:43,-15.8,-47.86667,CANCER,110.3471576,0.9534725,2.0,237.0449021,12.7208416,7.0,93.1415821,1.7013413,2.0,150.3308134,1.1477587,4.0,62.8614565,0.7010595,1.0,342.4986965,-0.0350096,10.0,309.4057357,-0.0678708,9.0,148.3998149,0.0522748,4.0,220.7431642,-0.0052884,6.0,158.2466382,0.0250325,4.0,340.5036295,-0.0258486,10.0,178.5346177,0.1115019,5.0,129.0719192,-0.0396489,3.0,178.23106719999998,-0.0396489,5.0,316.9979718,-0.0396489,3.5930055,51.5333227,3.5930055,80.6324789,3.5930055,110.5801636,3.5930055,142.0653271,3.5930055,174.1711898,3.5930055,204.4328518,3.5930055,231.5333227,3.5930055,260.6324789,3.5930055,290.5801636,3.5930055,322.0653271,3.5930055,354.1711898,3.5930055,24.4328518,3.5930055,75
137,07.06.1989,03:26:28,-5.78333,-35.2,GEMINI,76.3703268,0.9571101,1.0,118.8948212,13.107611,8.0,58.2773091,0.1346446,2.8553545,92.9649355,1.2233085,4.0429402,114.1302841,0.6210345,3.0,77.9927579,0.2319906,2.0,282.396896,-0.0621685,10.0,274.0506062,-0.0380441,10.0,281.6700789,-0.0236722,10.0,222.9152026,-0.0221416,8.0,96.4761862,0.0949188,3.0,193.1826286,0.1114038,7.0,328.4361407,-0.0736964,11.9289881,319.4895608,-0.0736964,5.0,179.3594732,-0.0736964,11.9289881,2.0140552,11.9289881,33.2873567,11.9289881,63.2288712,11.9289881,91.7699533,11.9289881,120.4360417,11.9289881,150.637523,11.9289881,182.0140552,11.9289881,213.2873567,11.9289881,243.2288712,11.9289881,271.7699533,11.9289881,300.4360417,11.9289881,330.637523,11.9289881,25.03.1989,05:16:33,51.5,-2.98333,GEMINI,4.5369341,0.9904035,1.4476721,215.023044,11.9512481,7.8567673,354.5221001,1.8467137,1.0,1.8000525,1.2433156,1.0,68.4575217,0.6125695,3.3594456,62.2503113,0.1729652,3.0,283.2553098,0.04613,11.0,275.2347731,0.013084,10.8944148,282.2760671,0.0109224,11.0,224.8097349,-0.0194587,8.9308059,91.539949,0.0261496,4.0,184.9592349,0.1110846,7.3221355,334.5867423,-0.091629,1.0,123.61189759999999,-0.091629,6.0,170.9309221,-0.091629,1.0066035,334.0980075,1.0066035,31.171371,1.0066035,60.1560356,1.0066035,79.7073192,1.0066035,97.264364,1.0066035,117.9371133,1.0066035,154.0980075,1.0066035,211.171371,1.0066035,240.1560356,1.0066035,259.7073192,1.0066035,277.264364,1.0066035,297.9371133,1.0066035,70
